gene_id,glucose_aerobic,glucose_anaerobic,ethanol,galactose,nitrogen_starvation,oxidative_stress,stationary_phase
YKR035W-A,18.19,8.46,8.46,8.46,8.46,14.78,8.46
YKR037C,46.49,46.49,46.49,46.49,46.49,46.49,46.49
YKR038C,46.96,46.96,39.66,46.96,46.96,46.96,46.96
YKR039W,8.81,10.28,8.81,8.81,8.81,8.81,8.81
YKR043C,3.73,3.73,3.73,4.61,1.53,3.73,3.73
YKR044W,3.40,3.40,3.40,3.40,7.58,3.40,3.40
YKR051W,22.87,22.87,22.87,22.87,22.87,22.87,22.87
YKR052C,33.34,32.80,32.80,32.80,32.80,32.80,111.27
YKR053C,6.12,6.12,1.68,6.12,6.12,6.12,6.12
YKR055W,20.90,20.90,20.90,18.22,20.90,39.02,20.90
YKR058W,47.27,131.20,47.27,47.27,47.27,47.27,18.04
YKR059W,50.77,50.77,50.77,50.77,50.77,50.77,50.77
YKR061W,205.99,205.99,379.43,205.99,205.99,43.12,205.99
YKR063C,136.38,136.38,37.10,136.38,136.38,136.38,136.38
YKR066C,4.47,4.47,4.47,4.47,4.47,4.47,4.47
YKR067W,250.98,250.98,229.31,250.98,250.98,250.98,250.98
YKR069W,9.06,9.06,9.06,9.06,9.06,9.06,14.80
YKR072C,96.28,96.28,64.99,134.77,96.28,96.28,96.28
YKR076W,14.42,22.24,22.24,11.16,22.24,22.24,22.24
YKR078W,10.82,8.26,10.82,10.82,10.82,10.82,10.60
YKR080W,1.33,1.33,1.33,1.33,1.33,1.33,1.33
YKR086W,15.53,15.53,15.53,15.53,15.53,15.53,15.53
YKR089C,1.94,1.94,2.05,10.52,1.94,1.94,1.94
YKR091W,85.71,85.71,85.71,85.71,85.71,85.71,85.71
YKR093W,195.43,195.43,195.43,195.43,195.43,195.43,195.43
YKR095W,9.53,6.08,6.08,4.21,6.08,6.08,6.08
YKR097W,31.59,31.59,31.59,31.59,13.98,31.59,31.59
YKR098C,6.77,6.77,6.77,6.77,6.77,6.77,6.77
YKR099W,7.82,7.82,26.82,7.82,7.82,7.82,7.82
YKR102W,64.18,64.18,64.18,64.18,64.18,64.18,64.18
YLL001W,18.96,18.96,18.96,18.96,18.96,18.96,18.96
YLL002W,273.00,146.33,273.00,273.00,696.76,638.00,273.00
YLL008W,9.74,26.94,9.74,9.74,9.74,9.74,9.74
YLL010C,89.93,47.07,89.93,89.93,89.93,89.93,89.93
YLL011W,23.25,23.25,23.25,23.25,23.25,23.25,23.25
YLL012W,66.27,66.27,66.27,66.27,37.53,66.27,66.27
YLL015W,10.27,10.27,10.27,5.25,10.27,7.22,10.27
YLL018C,18.65,18.65,18.65,7.63,5.62,18.65,18.65
YLL018C-A,16.89,16.89,16.89,16.89,16.89,16.89,16.89
YLL024C,5.73,5.73,5.73,5.73,5.73,5.73,5.73
YLL028W,54.22,54.22,54.22,54.22,30.85,54.22,43.08
YLL029W,53.27,53.27,53.27,33.44,53.27,46.31,53.27
YLL031C,48.93,48.93,16.28,48.93,48.93,48.93,48.93
YLL034C,201.43,201.43,201.43,201.43,201.43,75.16,166.83
YLL036C,176.62,176.62,176.62,176.62,176.62,176.62,176.62
YLL041C,10.83,11.45,37.68,11.45,11.45,11.45,11.45
YLL043W,35.15,14.04,35.15,35.15,35.15,35.15,31.09
YLL045C,7.88,7.88,7.88,7.88,3.70,7.88,7.88
YLL048C,20.80,20.80,20.80,20.80,20.80,20.80,20.80
YLL051C,8.17,8.17,8.17,8.17,8.17,8.17,8.17
YLL052C,35.63,106.02,228.17,228.17,228.17,228.17,228.17
YLL053C,34.66,34.66,34.66,34.66,34.66,34.66,34.66
YLL057C,14.48,14.48,14.48,24.82,114.20,14.48,14.48
YLL058W,120.35,335.35,122.16,120.35,120.35,120.35,120.35
YLL060C,0.77,0.77,0.77,0.77,1.00,0.77,4.29
YLL061W,0.98,0.98,0.98,0.98,0.98,0.98,0.98
YLL062C,66.27,66.27,66.27,66.27,15.76,66.27,66.27
YLL066C,21.99,21.99,21.99,6.20,21.99,21.99,21.99
YLL067C,29.24,20.94,29.24,29.24,29.24,29.24,29.24
YLR007W,1.02,2.75,2.75,2.75,7.90,2.75,2.75
YLR011W,19.40,19.40,19.40,19.40,19.40,19.40,19.40
YLR017W,405.56,405.56,405.56,688.21,508.43,405.56,296.44
YLR019W,69.15,69.15,69.15,69.15,69.15,69.15,69.15
YLR020C,25.91,25.91,25.91,25.91,25.91,25.91,25.91
YLR022C,10.40,10.40,10.40,10.40,10.40,10.40,10.40
YLR027C,11.11,11.11,11.11,11.11,11.11,11.11,11.11
YLR028C,0.82,0.82,0.82,0.82,0.82,0.82,0.82
YLR032W,29.56,29.56,29.56,29.56,11.05,29.56,29.56
YLR033W,195.76,115.97,71.39,71.39,19.17,71.39,71.39
YLR035C-A,1.89,1.89,1.89,1.89,1.89,1.89,1.89
YLR038C,7.45,7.45,2.42,7.45,10.10,8.75,7.45
YLR043C,3.54,3.54,3.54,3.54,3.54,3.54,2.02
YLR044C,4.72,4.72,4.72,4.72,4.72,4.72,4.72
YLR047C,21.76,21.76,21.76,21.76,21.76,21.76,21.76
YLR056W,0.88,0.28,0.88,0.88,0.88,0.88,0.88
YLR057W,50.47,50.47,50.47,50.47,50.47,50.47,50.47
YLR058C,62.23,62.23,62.23,62.23,62.23,62.23,62.23
YLR060W,13.78,13.78,13.78,13.78,13.78,13.78,10.35
YLR067C,0.51,0.49,0.49,1.75,0.49,0.49,0.49
YLR069C,4.51,4.51,4.51,4.51,4.51,4.51,4.51
YLR070C,127.66,127.66,127.66,127.66,127.66,127.66,127.66
YLR078C,1.72,0.31,0.31,0.31,0.56,0.31,0.36
YLR081W,11.93,11.93,11.93,14.79,11.93,8.55,11.93
YLR089C,3.42,4.89,0.72,3.42,3.42,3.42,3.42
YLR092W,67.15,67.15,91.46,67.15,67.15,67.15,67.15
YLR097C,7.30,7.30,7.30,7.30,2.93,7.30,7.30
YLR099C,36.82,36.82,36.82,36.82,36.82,33.72,36.82
YLR100W,14.71,46.91,46.91,41.09,46.91,46.91,49.39
YLR105C,315.56,315.56,315.56,315.56,315.56,315.56,315.56
YLR106C,14.81,19.20,14.81,14.81,14.81,14.81,25.78
YLR109W,35.31,35.31,35.31,35.31,35.31,35.31,35.31
YLR116W,2.16,2.16,0.39,2.16,2.16,2.16,2.16
YLR118C,119.78,119.78,119.78,119.78,119.78,119.78,119.78
YLR126C,6.42,6.42,6.42,6.42,6.42,3.98,6.42
YLR130C,8.66,6.48,8.66,26.60,8.66,8.66,8.66
YLR133W,19.43,19.43,19.43,19.43,19.43,7.93,41.68
YLR134W,1.93,1.93,1.93,3.35,1.93,1.93,1.93
YLR137W,28.31,28.31,28.31,28.31,28.31,28.31,24.95
YLR138W,85.73,37.20,85.73,85.73,85.73,85.73,85.73
YLR142W,31.17,9.29,31.17,31.17,31.17,210.23,31.17
YLR143W,1.85,0.85,1.85,1.85,1.85,1.85,1.85
YLR144C,16.68,16.68,16.68,16.68,16.68,16.68,16.68
YLR146C,61.13,61.13,61.13,61.13,61.13,61.13,61.13
YLR151C,1.20,1.20,1.20,1.20,1.20,1.20,1.20
YLR153C,4.01,4.01,4.01,4.01,4.01,4.01,4.01
YLR155C,74.80,74.80,74.80,74.80,74.80,74.80,74.80
YLR157C,30.12,30.12,30.12,30.12,30.12,30.12,30.12
YLR157C-B,128.49,37.26,37.26,37.26,37.26,37.26,37.26
YLR158C,326.77,326.77,326.77,326.77,326.77,326.77,326.77
YLR160C,40.56,40.56,214.35,40.56,40.56,40.56,40.56
YLR163C,53.88,17.26,53.88,53.88,53.88,11.85,53.88
YLR164W,1171.59,1171.59,1171.59,1171.59,1171.59,1171.59,1171.59
YLR165C,14.57,14.57,14.57,14.57,14.57,14.57,31.08
YLR172C,6.07,6.07,6.07,8.63,5.68,6.07,6.07
YLR174W,38.16,38.16,34.94,38.16,38.16,38.16,38.16
YLR180W,38.80,38.80,31.81,38.80,38.80,45.72,38.80
YLR189C,9.12,9.12,9.12,9.12,9.12,9.12,9.12
YLR195C,4.27,4.27,4.27,4.27,4.27,4.27,4.27
YLR197W,642.11,642.11,642.11,642.11,642.11,1396.86,642.11
YLR201C,32.79,32.79,32.79,32.79,32.79,32.79,32.79
YLR208W,6.70,6.70,6.70,6.70,6.70,6.70,6.70
YLR209C,79.35,79.35,79.35,38.79,79.35,327.29,8.77
YLR211C,35.73,17.05,17.05,17.05,17.05,17.05,17.05
YLR214W,13.75,13.75,13.75,13.75,13.75,13.75,13.75
YLR229C,29.53,46.68,40.66,46.68,34.60,46.68,46.68
YLR231C,2.89,2.89,1.32,9.25,2.89,2.89,2.89
YLR237W,34.09,34.09,34.09,34.09,34.09,196.11,34.09
YLR239C,154.76,354.05,354.05,354.05,354.05,354.05,354.05
YLR240W,40.42,40.42,40.42,40.42,40.42,40.42,40.42
YLR244C,11.42,5.93,11.42,11.42,11.42,11.42,3.88
YLR245C,9.39,9.39,9.39,4.26,9.39,9.39,21.54
YLR246W,10.85,4.66,10.85,10.85,10.85,10.85,10.85
YLR258W,13.72,13.72,13.72,13.72,13.72,13.72,13.72
YLR260W,11.40,11.40,27.10,11.40,11.40,11.40,11.40
YLR262C,79.40,79.40,79.40,79.40,79.40,79.40,79.40
YLR270W,1.49,1.49,1.49,1.49,1.49,1.49,1.49
YLR274W,73.19,73.19,73.19,73.19,73.19,73.19,73.19
YLR276C,11.36,11.36,11.36,11.36,11.36,11.36,11.36
YLR281C,52.17,35.35,35.35,35.35,35.35,35.35,35.35
YLR284C,0.80,3.70,3.70,6.00,3.70,3.70,28.93
YLR285W,147.37,147.37,147.37,147.37,147.37,322.69,147.37
YLR286C,130.12,130.12,130.12,130.12,130.12,211.06,130.12
YLR289W,84.72,84.72,223.10,84.72,286.96,84.72,16.10
YLR295C,2.07,2.07,2.07,2.07,2.07,2.07,2.07
YLR299W,69.66,69.66,69.66,69.66,69.66,69.66,244.46
YLR300W,36.87,36.87,36.87,36.87,36.87,36.87,36.87
YLR303W,1.81,1.81,1.81,1.81,1.81,1.81,1.81
YLR304C,19.37,139.18,19.37,19.37,19.37,19.37,19.37
YLR305C,34.70,34.70,34.70,34.70,34.70,34.70,34.70
YLR307W,46.25,46.25,46.25,46.25,46.25,46.25,46.25
YLR308W,26.20,26.20,26.20,26.20,26.20,26.20,26.20
YLR310C,31.09,31.09,31.09,31.09,31.09,31.09,31.09
YLR318W,183.17,173.66,183.17,183.17,64.14,973.31,183.17
YLR328W,257.76,126.35,178.93,126.35,126.35,126.35,126.35
YLR333C,0.27,0.27,0.27,0.27,0.27,0.27,0.48
YLR342W,12.48,12.48,12.48,12.48,12.48,12.48,12.48
YLR343W,15.69,15.69,15.69,15.69,15.69,15.69,15.69
YLR345W,1.45,0.47,1.45,1.45,1.45,1.45,1.45
YLR348C,23.13,23.13,23.13,23.13,50.50,23.13,169.12
YLR350W,130.73,130.73,130.73,130.73,130.73,332.89,2907.42
YLR351C,3.94,3.94,3.94,3.94,3.94,3.94,3.94
YLR354C,33.27,33.27,33.27,33.27,33.27,33.27,33.27
YLR355C,21.61,5.08,5.08,5.08,5.08,10.43,5.08
YLR359W,7.33,12.90,7.33,7.33,7.33,10.63,7.33
YLR360W,258.76,555.90,184.21,184.21,184.21,184.21,184.21
YLR368W,8.90,8.90,8.90,8.90,8.90,8.90,8.90
YLR369W,40.18,40.18,40.18,40.18,40.18,40.18,40.18
YLR372W,1.21,1.21,1.21,1.21,1.21,1.21,1.21
YLR377C,722.26,328.15,328.15,328.15,328.15,328.15,328.15
YLR380W,49.60,49.60,49.60,49.60,49.60,49.60,49.60
YLR381W,27.52,15.28,15.28,15.28,15.28,15.28,15.28
YLR382C,35.97,47.62,47.62,47.62,47.62,51.29,47.62
YLR386W,2.42,2.42,2.42,2.42,2.42,9.45,19.46
YLR389C,118.37,118.37,20.89,118.37,118.37,118.37,613.47
YLR394W,8.67,12.35,12.35,12.35,12.35,12.35,12.35
YLR395C,14.79,14.79,14.79,14.79,14.79,14.79,14.79
YLR398C,4.20,9.61,9.61,9.61,9.61,9.61,9.61
YLR401C,8.41,8.41,3.98,8.41,8.41,8.41,8.41
YLR405W,56.94,56.94,56.94,56.94,40.83,56.94,56.94
YLR410W,24.22,312.20,29.48,29.48,5.87,29.48,29.48
YLR410W-B,26.54,53.39,53.39,53.39,53.39,11.43,53.39
YLR418C,19.82,19.82,19.82,19.82,19.82,11.93,19.82
YLR419W,43.37,43.37,43.37,43.37,22.63,43.37,10.47
YLR420W,10.72,10.72,10.72,10.72,10.72,10.72,10.72
YLR426W,569.41,569.41,9360.88,569.41,569.41,569.41,569.41
YLR427W,1.91,1.91,1.91,2.64,1.91,1.91,1.91
YLR431C,133.14,133.14,133.14,34.71,309.70,147.35,133.14
YLR432W,364.97,373.02,156.31,156.31,156.31,156.31,156.31
YLR433C,15.92,5.59,5.59,5.59,5.59,8.39,5.59
YLR438W,703.19,569.02,569.02,569.02,569.02,569.02,569.02
YLR439W,89.41,89.41,89.41,69.13,89.41,89.41,89.41
YLR446W,86.20,86.20,86.20,86.20,86.20,204.65,86.20
YLR447C,20.95,27.03,20.95,20.95,20.95,20.95,20.95
YLR448W,14.50,14.50,14.50,6.17,14.50,14.50,14.50
YLR450W,12.56,14.67,14.67,14.67,6.43,14.67,14.67
YML001W,31.94,36.08,36.08,36.08,36.08,36.08,36.08
YML002W,164.31,164.31,164.31,164.31,164.31,78.20,164.31
YML004C,26.36,26.36,46.49,26.36,26.36,26.36,26.36
YML005W,5.12,5.12,5.12,5.12,5.12,5.12,5.12
YML007W,69.18,69.18,69.18,40.58,69.18,69.18,69.18
YML008C,79.98,47.24,79.98,109.32,79.98,79.98,42.10
YML016C,53.62,53.62,53.62,44.42,53.62,53.62,53.62
YML021C,61.45,61.45,61.45,61.45,61.45,107.64,61.45
YML022W,13.38,13.38,13.38,13.38,13.38,13.38,13.38
YML023C,4.99,4.99,4.99,4.99,4.99,4.99,4.99
YML035C,5.46,6.15,5.46,5.46,5.46,5.46,5.46
YML037C,1.73,7.17,1.73,1.76,1.73,1.73,1.73
YML039W,28.66,28.66,28.66,28.66,28.66,28.66,28.66
YML041C,17.72,17.72,17.72,17.72,17.72,17.72,17.72
YML042W,10.38,10.38,1.76,10.38,10.38,10.38,10.38
YML045W,0.24,0.24,0.24,0.24,0.24,0.24,0.29
YML047C,3.09,3.09,3.09,3.09,3.09,3.09,3.09
YML054C,107.91,107.91,107.91,107.91,107.91,107.91,107.91
YML056C,7.41,7.41,7.41,7.41,6.31,7.41,7.41
YML057W,34.50,34.50,34.50,16.26,34.50,34.50,34.50
YML059C,2.49,2.49,2.49,2.49,2.49,10.38,2.49
YML060W,173.83,173.83,173.83,152.58,173.83,173.83,29.85
YML068W,16.18,16.18,16.18,16.18,16.18,16.18,6.97
YML070W,31.03,31.03,31.03,31.03,31.03,31.03,31.03
YML073C,657.65,657.65,657.65,657.65,657.65,657.65,657.65
YML075C,203.83,195.32,195.32,195.32,195.32,195.32,195.32
YML080W,12.68,12.68,12.68,12.68,12.68,6.78,12.68
YML081C-A,33.83,8.25,8.25,8.25,8.25,44.70,8.25
YML082W,12.33,12.33,12.33,12.33,12.33,12.33,12.33
YML086C,43.16,49.24,43.16,43.16,43.16,43.16,43.16
YML096W,17.15,39.56,17.15,17.15,17.15,17.15,17.15
YML097C,11.10,11.10,11.10,11.10,11.10,11.10,11.10
YML098W,181.41,181.41,181.41,181.41,181.41,181.41,181.41
YML100W,16.92,7.79,16.92,16.92,24.65,16.92,16.92
YML103C,1168.91,632.31,1091.68,632.31,632.31,632.31,632.31
YML106W,23.01,23.01,23.01,23.01,23.01,23.01,23.01
YML110C,292.36,292.36,292.36,292.36,292.36,292.36,98.79
YML114C,34.33,34.33,34.33,34.33,34.33,34.33,34.33
YML118W,85.15,85.15,85.15,85.15,85.15,85.15,85.15
YML120C,6.77,6.77,6.77,3.87,6.77,4.63,6.77
YML123C,5.58,5.58,3.87,5.58,5.58,5.58,5.58
YML125C,40.03,17.56,40.03,40.03,40.03,40.03,40.03
YML126C,287.66,88.48,88.48,88.48,88.48,88.48,74.53
YML132W,21.34,21.34,55.66,21.34,21.34,6.27,21.34
YMR006C,2.92,2.92,2.92,2.92,2.92,2.92,2.92
YMR008C,2.61,2.61,2.61,3.50,2.61,2.61,2.61
YMR009W,2.36,2.36,2.36,2.36,2.36,2.36,2.36
YMR011W,1.42,1.42,1.42,1.42,1.42,1.42,1.42
YMR013C,116.41,23.67,59.85,23.67,23.67,23.67,23.67
YMR015C,108.59,108.59,108.59,108.59,108.59,108.59,108.59
YMR019W,19.69,5.76,19.69,24.76,3.70,19.69,19.69
YMR020W,0.68,0.68,0.31,0.68,0.68,0.16,0.68
YMR022W,38.25,15.09,15.09,15.09,15.09,15.09,15.09
YMR026C,15.73,15.73,15.73,15.73,15.73,15.73,15.73
YMR029C,465.91,465.91,465.91,465.91,465.91,465.91,465.91
YMR036C,3.66,2.26,2.04,2.26,2.26,2.26,1.35
YMR041C,11.18,11.18,11.18,11.18,11.18,20.80,11.18
YMR042W,259.51,259.51,259.51,259.51,259.51,259.51,259.51
YMR045C,39.45,39.45,39.45,39.45,39.45,39.45,39.45
YMR050C,46.76,46.76,46.76,46.76,46.76,46.76,46.76
YMR054W,23.85,16.93,23.85,23.85,23.85,23.85,16.87
YMR056C,32.95,32.95,32.95,32.95,32.95,32.95,32.95
YMR058W,64.48,64.48,64.48,41.80,64.48,64.48,64.48
YMR062C,13.53,5.96,5.96,5.96,23.53,5.96,5.96
YMR065W,74.97,74.97,74.97,117.70,74.97,74.97,31.94
YMR069W,2.56,2.56,2.56,2.56,0.99,0.81,2.56
YMR083W,32.87,32.87,32.87,32.87,32.87,84.39,32.87
YMR084W,26.26,11.55,26.26,26.26,26.26,26.26,26.26
YMR085W,7.97,7.97,7.97,7.97,7.97,7.97,7.97
YMR086W,19.41,19.41,19.41,19.41,140.18,19.41,19.41
YMR087W,7.89,7.89,7.89,7.89,7.89,7.89,7.89
YMR088C,11.25,4.02,4.02,4.02,4.02,4.02,4.02
YMR091C,11.82,31.16,11.82,7.59,11.82,11.82,12.80
YMR093W,3.83,3.83,3.83,3.83,3.83,3.83,3.83
YMR095C,32.60,64.90,32.60,32.60,32.60,32.60,41.49
YMR096W,3.58,2.12,3.58,3.58,3.58,3.58,20.87
YMR099C,58.44,80.51,58.44,58.44,58.44,58.44,58.44
YMR101C,3.41,3.41,3.41,3.41,3.41,3.41,3.41
YMR105C,11.70,1.11,8.59,8.59,8.59,8.59,8.59
YMR106C,7.87,7.87,12.28,11.68,7.87,8.10,7.87
YMR108W,146.60,146.60,462.41,146.60,146.60,146.60,146.60
YMR110C,32.96,32.96,32.96,32.96,32.96,32.96,32.96
YMR113W,14.62,14.62,14.62,14.62,14.62,14.62,14.62
YMR120C,16.30,42.44,42.44,42.44,75.74,42.44,42.44
YMR125W,0.85,0.85,1.62,0.85,0.85,2.22,0.85
YMR127C,18.83,18.83,18.83,18.83,18.56,18.83,18.83
YMR128W,401.93,401.93,431.13,401.93,401.93,217.99,401.93
YMR145C,24.50,24.50,24.50,24.50,24.50,24.50,24.50
YMR147W,22.24,22.24,22.24,22.24,22.24,6.63,22.24
YMR153W,45.70,45.70,45.70,181.64,160.35,45.70,45.70
YMR154C,76.97,76.97,76.97,76.97,76.97,76.97,76.97
YMR160W,1.00,1.21,1.00,0.35,1.00,2.25,2.70
YMR162C,1.61,1.61,1.61,1.61,1.61,1.61,5.83
YMR165C,27.53,3.34,5.24,27.53,27.53,27.53,13.02
YMR169C,6.87,6.87,6.87,6.87,6.87,9.44,6.87
YMR170C,143.74,34.67,143.74,143.74,143.74,143.74,143.74
YMR180C,169.16,12.52,12.52,4.51,12.52,12.52,12.52
YMR189W,1.10,1.10,1.10,1.10,1.10,1.10,1.10
YMR190C,3.00,1.23,2.60,3.00,3.00,3.00,3.00
YMR191W,0.32,0.32,0.32,0.32,0.32,0.32,0.32
YMR194C-B,14.14,13.71,21.03,14.14,14.14,14.14,14.14
YMR202W,15.14,15.14,25.64,15.14,15.14,15.14,15.14
YMR205C,10.63,10.63,26.79,10.63,10.63,10.63,10.63
YMR207C,101.32,101.32,101.32,101.32,101.32,101.32,188.81
YMR208W,121.24,121.24,121.24,121.24,379.57,121.24,121.24
YMR210W,15.56,15.56,15.56,15.56,15.56,15.56,55.10
YMR217W,0.82,0.34,0.82,0.82,0.31,0.82,0.82
YMR218C,50.70,50.70,50.70,174.50,50.70,50.70,50.70
YMR220W,46.20,46.20,46.20,46.20,128.07,46.20,46.20
YMR223W,31.95,31.95,31.95,16.37,8.46,51.30,31.95
YMR226C,87.55,87.55,87.55,157.92,87.55,87.55,87.55
YMR234W,3.50,3.50,3.50,3.50,3.50,0.99,3.50
YMR238W,408.76,210.20,408.76,408.76,1198.52,408.76,408.76
YMR241W,4.76,4.76,4.76,4.76,4.76,6.90,4.76
YMR243C,61.80,61.80,30.71,61.80,61.80,61.80,61.80
YMR244W,0.59,1.60,1.60,1.31,1.60,1.50,1.60
YMR246W,4.98,4.98,4.98,4.98,7.57,4.98,4.98
YMR247C,195.30,195.30,195.30,195.30,195.30,195.30,195.30
YMR250W,13.58,13.58,13.58,13.58,13.58,13.58,13.58
YMR251W,70.80,70.80,51.46,70.80,70.80,70.80,314.29
YMR251W-A,28.66,28.66,28.66,28.66,28.66,28.66,28.66
YMR256C,17.16,17.16,17.16,17.16,17.16,17.16,17.16
YMR257C,155.36,155.36,155.36,155.36,141.11,155.36,53.90
YMR261C,14.08,14.08,14.08,14.08,14.08,14.08,14.08
YMR266W,1.39,1.39,6.61,1.39,1.39,1.39,1.39
YMR267W,6.02,6.02,6.02,6.02,6.02,6.02,6.02
YMR269W,45.91,130.95,33.03,45.91,45.91,45.91,45.91
YMR271C,36.35,36.35,23.42,36.35,36.35,36.35,36.35
YMR272C,1.91,1.91,1.91,1.91,1.91,1.91,1.91
YMR276W,6.78,6.78,6.78,6.78,6.78,12.36,6.78
YMR277W,8.39,8.39,8.39,2.63,8.39,4.92,8.39
YMR278W,11.61,11.61,11.61,11.61,11.61,11.61,3.06
YMR280C,2.55,2.55,2.55,2.55,1.50,2.55,2.55
YMR281W,7.83,7.83,7.83,13.93,7.83,7.83,4.19
YMR284W,6.73,6.73,6.73,6.73,6.73,6.73,6.73
YMR289W,63.90,63.90,10.70,63.90,63.90,63.90,63.90
YMR290C,67.61,67.61,20.05,67.61,67.61,67.61,412.39
YMR292W,16.14,16.14,16.14,16.14,16.14,16.14,16.14
YMR293C,11.16,11.16,5.01,11.16,11.16,11.16,11.16
YMR296C,24.78,30.50,19.18,24.78,24.78,24.78,24.78
YMR298W,5.64,5.90,5.90,3.11,5.90,5.90,4.73
YMR300C,3.60,3.60,3.60,3.60,0.64,3.60,3.60
YMR301C,4.90,4.90,4.90,4.90,2.13,4.90,3.67
YMR303C,7.75,91.80,1.49,7.75,7.75,7.75,7.75
YMR304W,4.59,3.51,3.51,3.51,3.51,3.51,3.51
YMR306W,25.61,25.61,25.61,25.61,25.61,25.61,52.58
YMR310C,60.01,60.01,26.67,60.01,122.44,60.01,60.01
YMR313C,1.86,1.86,1.86,1.86,0.36,1.86,4.82
YMR318C,20.86,20.86,20.86,20.86,20.86,20.86,4.79
YMR319C,14.44,14.44,14.44,14.44,14.44,14.44,63.77
YMR322C,33.52,33.52,24.71,33.52,33.52,33.52,17.61
YMR323W,19.70,19.70,19.70,19.70,19.70,16.32,19.70
YNL003C,2.27,2.27,2.27,2.27,2.27,2.27,2.27
YNL005C,3.02,3.02,3.02,3.71,3.02,3.02,3.02
YNL009W,20.99,20.99,36.81,20.99,20.99,20.99,20.99
YNL010W,18.81,93.99,112.90,93.99,43.28,93.99,93.99
YNL012W,0.58,0.73,0.73,0.73,0.73,0.73,0.73
YNL021W,33.74,22.66,33.74,33.74,33.74,33.74,33.74
YNL023C,119.63,119.63,119.63,119.63,119.63,119.63,119.63
YNL025C,15.97,15.97,15.97,112.75,15.97,15.97,15.97
YNL029C,45.85,45.85,45.85,130.37,45.85,26.91,45.85
YNL031C,7.00,7.00,7.00,7.00,7.00,7.00,7.00
YNL032W,9.67,8.62,16.79,16.79,16.79,16.79,16.79
YNL036W,1.77,1.77,1.77,1.77,3.44,1.77,13.74
YNL037C,0.60,0.60,0.60,0.60,0.60,0.60,0.60
YNL038W,30.66,82.61,82.61,82.61,82.61,82.61,82.61
YNL040W,1.71,7.92,3.24,4.58,4.58,4.58,4.58
YNL045W,10.14,10.14,10.14,10.14,10.14,10.14,10.14
YNL048W,2.51,2.51,2.51,2.51,2.51,2.51,2.51
YNL052W,2.42,2.42,2.66,2.42,2.42,0.45,2.42
YNL053W,15.48,15.48,15.48,15.48,15.48,15.48,15.48
YNL054W,6.72,6.72,27.16,6.72,6.72,6.72,11.58
YNL056W,35.41,35.41,35.41,35.41,35.41,35.41,35.41
YNL063W,39.60,39.60,145.21,39.60,37.57,59.21,39.60
YNL065W,32.50,32.50,32.50,32.50,32.50,32.50,32.50
YNL066W,28.73,28.73,28.73,28.73,28.73,41.96,28.73
YNL071W,18.68,214.14,130.31,214.14,214.14,214.14,214.14
YNL073W,4.05,2.24,4.05,4.05,4.05,4.05,4.05
YNL074C,18.50,18.50,18.50,18.50,18.50,18.50,18.50
YNL084C,109.84,109.84,109.84,109.84,109.84,109.84,109.84
YNL085W,133.86,133.86,133.86,133.86,133.86,133.86,291.02
YNL090W,2.38,2.38,2.38,2.38,2.38,2.38,2.38
YNL092W,1.77,12.57,12.57,12.57,12.57,9.20,12.57
YNL093W,154.04,154.04,31.67,216.19,154.04,129.63,154.04
YNL097C,43.04,43.04,43.04,43.04,43.04,60.32,43.04
YNL098C,26.92,26.92,26.92,26.92,26.92,26.92,26.92
YNL101W,14.49,14.49,14.49,14.49,14.49,14.49,14.49
YNL102W,11.29,11.29,11.29,11.29,11.29,11.29,11.29
YNL104C,30.95,30.95,30.95,30.95,34.19,30.95,30.95
YNL106C,13.76,13.76,13.76,13.76,13.76,13.76,13.76
YNL112W,18.84,18.84,18.84,18.84,18.84,18.84,18.84
YNL113W,20.70,10.55,13.34,22.60,22.60,22.60,22.60
YNL117W,7.26,12.87,7.26,7.26,7.26,7.26,7.26
YNL119W,44.62,44.62,44.62,44.62,44.62,44.62,44.62
YNL127W,1589.81,1589.81,1589.81,1589.81,2974.83,5809.91,1589.81
YNL129W,1.40,1.40,1.27,8.12,1.40,1.40,1.40
YNL130C,32.66,32.66,32.66,32.66,97.47,32.66,32.66
YNL131W,6.42,6.42,6.42,6.42,2.06,6.42,6.42
YNL140C,47.76,47.76,47.76,47.76,47.76,47.76,47.76
YNL141W,21.54,21.54,11.21,21.54,21.54,5.73,21.54
YNL142W,62.98,62.98,62.98,62.98,62.98,794.55,62.98
YNL144C,117.13,1167.85,50.98,117.13,117.13,147.64,117.13
YNL153C,26.81,26.81,26.81,26.81,28.75,26.81,26.81
YNL159C,109.74,298.84,109.74,68.42,109.74,109.74,109.74
YNL167C,0.60,0.60,0.60,0.60,0.60,0.60,1.85
YNL169C,218.26,218.26,218.26,218.26,218.26,693.28,218.26
YNL178W,35.25,35.25,35.25,35.25,35.25,35.25,35.25
YNL180C,101.17,101.17,101.17,101.17,101.17,101.17,101.17
YNL186W,3.22,8.56,3.22,3.22,3.22,3.22,3.22
YNL191W,5.78,5.78,5.78,5.78,5.78,5.78,5.78
YNL192W,33.44,25.00,25.00,25.00,25.00,25.00,25.00
YNL194C,59.41,19.58,19.58,19.58,19.58,19.58,19.58
YNL202W,30.71,30.71,30.71,30.71,30.71,30.71,30.71
YNL209W,102.18,102.18,102.18,102.18,102.18,79.22,102.18
YNL212W,1.42,1.42,1.42,0.15,1.42,1.42,1.42
