reaction_uid,model_reaction_id,reaction_name,model_equation,rxndb_direct_match,rxndb_source,rxndb_id,ec_number,template_id,template_substrate,reactant_smile,product_smile,rxn_smiles_basic,rxn_smiles_final,similarity,rule,provenance_status,notes
MODEL_RXN:0004132,rxn1,rxn1,s_0794 + s_1065 + s_1212 + s_1275 --> s_0803 + s_1207 + sn_103,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1,1.3.1.14;1.3.3.2,MNXR97424,O=C1C[C@@H](C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1,O=C1CC(C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1>>O=C1CC(C(=O)[O-])NC(=O)N1,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>O=C1CC(C(=O)[O-])NC(=O)N1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,1.0,[O;-;D1;H0:1]-[C:2](=[O;D1;H0:3])-[C@@H;D3;+0:4]1-[CH2;D2;+0:5]-[C;H0;D3;+0:6](=[O;D1;H0:7])-[NH;D2;+0:8]-[C;H0;D3;+0:9](=[O;D1;H0:10])-[NH;D2;+0:11]-1>>[O;-;D1;H0:1]-[C:2](=[O;D1;H0:3])-[c;H0;D3;+0:4]1:[cH;D2;+0:5]:[c;H0;D3;+0:6](=[O;D1;H0:7]):[nH;D2;+0:8]:[c;H0;D3;+0:9](=[O;D1;H0:10]):[nH;D2;+0:11]:1,rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004133,rxn10,rxn10,s_0794 + s_1203 + s_2894 --> s_1198 + s_2900,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn10,1.1.1.21,MNXR130061_reverse,OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,O=CC(O)CO,OCC(O)CO,O=CC(O)CO>>OCC(O)CO,O=CC(O)CO.[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>OCC(O)CO.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,0.9047619048000001,[C:1]-[CH2;D2;+0:2]-[OH;D1;+0:3]>>[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:3],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004414,rxn1252,rxn1252,s_0394 + sn_303 --> s_0423 + s_0794 + s_1111,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1252,2.4.1.10,MNXR166848,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O,O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.OCC1OC(O)(CO)C(O)C1O,O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.OCC1OC(O)(CO)C(O)C1O,O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.OCC1OC(O)(CO)C(O)C1O,0.7105263158|0.8378378378,[#8:9]-[CH2;D2;+0:10]-[C@@H;D3;+0:12]1-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@@;H0;D4;+0:2](-[#8:1])(-[C:3])-[O;H0;D2;+0:11]-1.[O;D1;H1:8]-[C@H;D3;+0:7]1-[C:6]-[C:5]-[O;H0;D2;+0:4]-[C@@H;D3;+0:13](-[O;D1;H1:14])-[C@@H;D3;+0:18]-1-[O;D1;H1:19]>>[#8:1]-[C@;H0;D4;+0:2]1(-[C:3])-[O;H0;D2;+0:4]-[C:5]-[C:6]-[C@@H;D3;+0:7]-1-[O;D1;H1:8].[#8:9]-[C@H;D3;+0:10]1-[O;H0;D2;+0:11]-[C@H;D3;+0:12](-[CH2;D2;+0:13]-[O;D1;H1:14])-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@H;D3;+0:18]-1-[O;D1;H1:19],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004415,rxn1253,rxn1253,s_0394 + s_3998 --> s_0423 + s_0794 + sn_28,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1253,2.4.1.10,MNXR166848,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OCC1OC(CO)(OP(=O)([O-])[O-])C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O,O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P([O-])([O-])OC1(CO)OC(CO)C(O)C1O,O=P([O-])([O-])OCC1OC(CO)(OP(=O)([O-])[O-])C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P([O-])([O-])OC1(CO)OC(CO)C(O)C1O,O=P([O-])([O-])OCC1OC(CO)(OP(=O)([O-])[O-])C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P([O-])([O-])OC1(CO)OC(CO)C(O)C1O,0.7105263158|0.7272727273,[#8:9]-[CH2;D2;+0:10]-[C@@H;D3;+0:12]1-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@@;H0;D4;+0:2](-[#8:1])(-[C:3])-[O;H0;D2;+0:11]-1.[O;D1;H1:8]-[C@H;D3;+0:7]1-[C:6]-[C:5]-[O;H0;D2;+0:4]-[C@@H;D3;+0:13](-[O;D1;H1:14])-[C@@H;D3;+0:18]-1-[O;D1;H1:19]>>[#8:1]-[C@;H0;D4;+0:2]1(-[C:3])-[O;H0;D2;+0:4]-[C:5]-[C:6]-[C@@H;D3;+0:7]-1-[O;D1;H1:8].[#8:9]-[C@H;D3;+0:10]1-[O;H0;D2;+0:11]-[C@H;D3;+0:12](-[CH2;D2;+0:13]-[O;D1;H1:14])-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@H;D3;+0:18]-1-[O;D1;H1:19],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004416,rxn1254,rxn1254,s_0803 + s_1181 + s_1275 --> s_0208 + s_0837 + sn_65,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1254,2.4.1.10,MNXR166848,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O.O=P([O-])([O-])O[C@H]1OC(CO)C(O)C(O)C1O,O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O,O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O.O=P([O-])([O-])O[C@H]1OC(CO)C(O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O,O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O.O=P([O-])([O-])O[C@H]1OC(CO)C(O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O,0.7105263158|0.7111111111,[#8:9]-[CH2;D2;+0:10]-[C@@H;D3;+0:12]1-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@@;H0;D4;+0:2](-[#8:1])(-[C:3])-[O;H0;D2;+0:11]-1.[O;D1;H1:8]-[C@H;D3;+0:7]1-[C:6]-[C:5]-[O;H0;D2;+0:4]-[C@@H;D3;+0:13](-[O;D1;H1:14])-[C@@H;D3;+0:18]-1-[O;D1;H1:19]>>[#8:1]-[C@;H0;D4;+0:2]1(-[C:3])-[O;H0;D2;+0:4]-[C:5]-[C:6]-[C@@H;D3;+0:7]-1-[O;D1;H1:8].[#8:9]-[C@H;D3;+0:10]1-[O;H0;D2;+0:11]-[C@H;D3;+0:12](-[CH2;D2;+0:13]-[O;D1;H1:14])-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@H;D3;+0:18]-1-[O;D1;H1:19],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004417,rxn1255,rxn1255,s_0999 + s_4060 --> s_0991 + s_4057,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1255,2.4.1.10,MNXR166848,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OCC1OC(CO)(OP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])O[C@H]1OC(CO)C(O)C(O)C1O,O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(CO)(OP(=O)([O-])[O-])C(O)C1O,O=P([O-])([O-])OCC1OC(CO)(OP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])O[C@H]1OC(CO)C(O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(CO)(OP(=O)([O-])[O-])C(O)C1O,O=P([O-])([O-])OCC1OC(CO)(OP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])O[C@H]1OC(CO)C(O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(CO)(OP(=O)([O-])[O-])C(O)C1O,0.7105263158|0.7111111111,[#8:9]-[CH2;D2;+0:10]-[C@@H;D3;+0:12]1-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@@;H0;D4;+0:2](-[#8:1])(-[C:3])-[O;H0;D2;+0:11]-1.[O;D1;H1:8]-[C@H;D3;+0:7]1-[C:6]-[C:5]-[O;H0;D2;+0:4]-[C@@H;D3;+0:13](-[O;D1;H1:14])-[C@@H;D3;+0:18]-1-[O;D1;H1:19]>>[#8:1]-[C@;H0;D4;+0:2]1(-[C:3])-[O;H0;D2;+0:4]-[C:5]-[C:6]-[C@@H;D3;+0:7]-1-[O;D1;H1:8].[#8:9]-[C@H;D3;+0:10]1-[O;H0;D2;+0:11]-[C@H;D3;+0:12](-[CH2;D2;+0:13]-[O;D1;H1:14])-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@H;D3;+0:18]-1-[O;D1;H1:19],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004418,rxn1256,rxn1256,s_0981 + s_0987 --> s_0955 + s_0988,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1256,2.4.1.10,MNXR166848,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=P([O-])([O-])OCC1OC(CO)(OP(=O)(O)O)C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O,O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P(O)(O)OC1(CO)OC(CO)C(O)C1O,O=P([O-])([O-])OCC1OC(CO)(OP(=O)(O)O)C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P(O)(O)OC1(CO)OC(CO)C(O)C1O,O=P([O-])([O-])OCC1OC(CO)(OP(=O)(O)O)C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P(O)(O)OC1(CO)OC(CO)C(O)C1O,0.7105263158|0.7111111111,[#8:9]-[CH2;D2;+0:10]-[C@@H;D3;+0:12]1-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@@;H0;D4;+0:2](-[#8:1])(-[C:3])-[O;H0;D2;+0:11]-1.[O;D1;H1:8]-[C@H;D3;+0:7]1-[C:6]-[C:5]-[O;H0;D2;+0:4]-[C@@H;D3;+0:13](-[O;D1;H1:14])-[C@@H;D3;+0:18]-1-[O;D1;H1:19]>>[#8:1]-[C@;H0;D4;+0:2]1(-[C:3])-[O;H0;D2;+0:4]-[C:5]-[C:6]-[C@@H;D3;+0:7]-1-[O;D1;H1:8].[#8:9]-[C@H;D3;+0:10]1-[O;H0;D2;+0:11]-[C@H;D3;+0:12](-[CH2;D2;+0:13]-[O;D1;H1:14])-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@H;D3;+0:18]-1-[O;D1;H1:19],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004419,rxn1257,rxn1257,s_0969 + s_4060 --> s_0991 + s_4054,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1257,2.4.1.10,MNXR166848,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=P(O)(O)O[C@H]1OC(CO)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O,O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P(O)(O)OCC1OC(O)(CO)C(O)C1O,O=P(O)(O)O[C@H]1OC(CO)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P(O)(O)OCC1OC(O)(CO)C(O)C1O,O=P(O)(O)O[C@H]1OC(CO)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(O)(CO)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P(O)(O)OCC1OC(O)(CO)C(O)C1O,0.7105263158|0.6956521739,[#8:9]-[CH2;D2;+0:10]-[C@@H;D3;+0:12]1-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@@;H0;D4;+0:2](-[#8:1])(-[C:3])-[O;H0;D2;+0:11]-1.[O;D1;H1:8]-[C@H;D3;+0:7]1-[C:6]-[C:5]-[O;H0;D2;+0:4]-[C@@H;D3;+0:13](-[O;D1;H1:14])-[C@@H;D3;+0:18]-1-[O;D1;H1:19]>>[#8:1]-[C@;H0;D4;+0:2]1(-[C:3])-[O;H0;D2;+0:4]-[C:5]-[C:6]-[C@@H;D3;+0:7]-1-[O;D1;H1:8].[#8:9]-[C@H;D3;+0:10]1-[O;H0;D2;+0:11]-[C@H;D3;+0:12](-[CH2;D2;+0:13]-[O;D1;H1:14])-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@H;D3;+0:18]-1-[O;D1;H1:19],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004420,rxn1258,rxn1258,s_1029 + s_4060 --> s_0991 + s_4086,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1258,2.4.1.10,MNXR166848,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=P(O)(O)O[C@H]1OC(CO)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(CO)(OP(=O)(O)O)C(O)C1O,O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P(O)(O)OCC1OC(CO)(OP(=O)(O)O)C(O)C1O,O=P(O)(O)O[C@H]1OC(CO)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(CO)(OP(=O)(O)O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P(O)(O)OCC1OC(CO)(OP(=O)(O)O)C(O)C1O,O=P(O)(O)O[C@H]1OC(CO)C(O)C(O)C1O.O=P([O-])([O-])OCC1OC(CO)(OP(=O)(O)O)C(O)C1O>>O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O.O=P(O)(O)OCC1OC(CO)(OP(=O)(O)O)C(O)C1O,0.7105263158|0.6956521739,[#8:9]-[CH2;D2;+0:10]-[C@@H;D3;+0:12]1-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@@;H0;D4;+0:2](-[#8:1])(-[C:3])-[O;H0;D2;+0:11]-1.[O;D1;H1:8]-[C@H;D3;+0:7]1-[C:6]-[C:5]-[O;H0;D2;+0:4]-[C@@H;D3;+0:13](-[O;D1;H1:14])-[C@@H;D3;+0:18]-1-[O;D1;H1:19]>>[#8:1]-[C@;H0;D4;+0:2]1(-[C:3])-[O;H0;D2;+0:4]-[C:5]-[C:6]-[C@@H;D3;+0:7]-1-[O;D1;H1:8].[#8:9]-[C@H;D3;+0:10]1-[O;H0;D2;+0:11]-[C@H;D3;+0:12](-[CH2;D2;+0:13]-[O;D1;H1:14])-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@H;D3;+0:18]-1-[O;D1;H1:19],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004421,rxn1259,rxn1259,s_0991 + s_4171 --> s_1003 + s_4038,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1259,2.4.1.10,MNXR166848,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=P(O)(O)OCC1OC(O)(CO)C(O)C1O.OCC1OC(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,O=P(O)(O)OCC1OC(O)C(O)C(O)C1O.OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O,O=P(O)(O)OCC1OC(O)(CO)C(O)C1O.OCC1OC(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O>>O=P(O)(O)OCC1OC(O)C(O)C(O)C1O.OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O,O=P(O)(O)OCC1OC(O)(CO)C(O)C1O.OCC1OC(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O>>O=P(O)(O)OCC1OC(O)C(O)C(O)C1O.OCC1OC(OCC2OC(O)(CO)C(O)C2O)C(O)C(O)C1O,0.6923076923|0.9459459459,[#8:9]-[CH2;D2;+0:10]-[C@@H;D3;+0:12]1-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@@;H0;D4;+0:2](-[#8:1])(-[C:3])-[O;H0;D2;+0:11]-1.[O;D1;H1:8]-[C@H;D3;+0:7]1-[C:6]-[C:5]-[O;H0;D2;+0:4]-[C@@H;D3;+0:13](-[O;D1;H1:14])-[C@@H;D3;+0:18]-1-[O;D1;H1:19]>>[#8:1]-[C@;H0;D4;+0:2]1(-[C:3])-[O;H0;D2;+0:4]-[C:5]-[C:6]-[C@@H;D3;+0:7]-1-[O;D1;H1:8].[#8:9]-[C@H;D3;+0:10]1-[O;H0;D2;+0:11]-[C@H;D3;+0:12](-[CH2;D2;+0:13]-[O;D1;H1:14])-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@H;D3;+0:18]-1-[O;D1;H1:19],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004422,rxn126,rxn126,s_0178 + s_0981 --> s_4079 + s_4264,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn126,2.6.1.49,MNXR144362_reverse,O=C([O-])C(=O)Cc1ccc(O)c(O)c1|[NH3+][C@@H](Cc1ccccc1)C(=O)[O-],O=C(O)Cc1ccc(O)cc1.O=C(O)Cc1ccccc1,O=C(O)Cc1ccc(O)cc1.O=C(O)Cc1ccccc1,O=C(O)Cc1ccc(O)cc1.O=C(O)Cc1ccccc1>>O=C(O)Cc1ccc(O)cc1.O=C(O)Cc1ccccc1,O=C(O)Cc1ccc(O)cc1.O=C(O)Cc1ccccc1>>O=C(O)Cc1ccc(O)cc1.O=C(O)Cc1ccccc1,0.6538461538|0.5263157895,[C:1]-[c;H0;D3;+0:2](:[cH;D2;+0:11]:[c:12]):[cH;D2;+0:13]:[c:14].[O;D1;H0:7]=[C:8]-[C:9]-[c;H0;D3;+0:10](:[cH;D2;+0:3]:[c:4]):[cH;D2;+0:5]:[c:6]>>[C:1]-[c;H0;D3;+0:2](:[cH;D2;+0:3]:[c:4]):[cH;D2;+0:5]:[c:6].[O;D1;H0:7]=[C:8]-[C:9]-[c;H0;D3;+0:10](:[cH;D2;+0:11]:[c:12]):[cH;D2;+0:13]:[c:14],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
MODEL_RXN:0004423,rxn1260,rxn1260,s_0991 + s_4120 --> s_0973 + s_4038,True,C:\biological\Metabolic model prediction\Yeast-MetaTwin\Data_retrosynthesis\not_lipid\top50_0.3_add_no_ec_re\RXNdb_all_top50_0.3.json,rxn1260,2.4.1.10,MNXR166848,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=P(O)(O)OCC1OC(O)(CO)C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O,O=P(O)(O)OCC1OC(O)C(O)C(O)C1O.OCC1OC(O)(CO)C(O)C1O,O=P(O)(O)OCC1OC(O)(CO)C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O>>O=P(O)(O)OCC1OC(O)C(O)C(O)C1O.OCC1OC(O)(CO)C(O)C1O,O=P(O)(O)OCC1OC(O)(CO)C(O)C1O.OCC1O[C@H](O)C(O)C(O)C1O>>O=P(O)(O)OCC1OC(O)C(O)C(O)C1O.OCC1OC(O)(CO)C(O)C1O,0.6923076923|0.8378378378,[#8:9]-[CH2;D2;+0:10]-[C@@H;D3;+0:12]1-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@@;H0;D4;+0:2](-[#8:1])(-[C:3])-[O;H0;D2;+0:11]-1.[O;D1;H1:8]-[C@H;D3;+0:7]1-[C:6]-[C:5]-[O;H0;D2;+0:4]-[C@@H;D3;+0:13](-[O;D1;H1:14])-[C@@H;D3;+0:18]-1-[O;D1;H1:19]>>[#8:1]-[C@;H0;D4;+0:2]1(-[C:3])-[O;H0;D2;+0:4]-[C:5]-[C:6]-[C@@H;D3;+0:7]-1-[O;D1;H1:8].[#8:9]-[C@H;D3;+0:10]1-[O;H0;D2;+0:11]-[C@H;D3;+0:12](-[CH2;D2;+0:13]-[O;D1;H1:14])-[C:15]-[C@H;D3;+0:16](-[O;D1;H1:17])-[C@H;D3;+0:18]-1-[O;D1;H1:19],rxndb_direct_match,Direct top-level RXNdb key matched model rxn* ID.
