model_reaction_id,reaction_name,formula_balanced,charge_balanced,issue_categories,remediation_action,missing_formula_metabolites,unparsable_formula_metabolites,element_imbalance,charge_imbalance
rxn6,rxn6,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_37,,"{""C"": 28.0, ""H"": 42.0, ""O"": 1.0}",0.0
rxn60,rxn60,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_30,,"{""C"": -4.0, ""H"": -4.0, ""O"": -8.0, ""P"": -1.0}",3.0
rxn600,rxn600,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_153,,"{""C"": 6.0, ""H"": 13.0, ""O"": 3.0}",3.0
rxn601,rxn601,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_192,,"{""C"": 16.0, ""H"": 31.0, ""O"": 3.0}",-1.0
rxn602,rxn602,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_74,,"{""C"": 16.0, ""H"": 29.0, ""O"": 3.0}",-1.0
rxn603,rxn603,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_49,,"{""C"": 14.0, ""H"": 27.0, ""O"": 3.0}",-1.0
rxn604,rxn604,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_185,,"{""C"": 14.0, ""H"": 25.0, ""O"": 3.0}",-1.0
rxn605,rxn605,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_103,,"{""C"": 12.0, ""H"": 23.0, ""O"": 3.0}",-1.0
rxn606,rxn606,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_13,,"{""C"": 10.0, ""H"": 19.0, ""O"": 3.0}",-1.0
rxn607,rxn607,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_325,,"{""C"": 10.0, ""H"": 17.0, ""O"": 3.0}",-1.0
rxn608,rxn608,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_128,,"{""C"": 8.0, ""H"": 19.0, ""O"": 3.0}",3.0
rxn609,rxn609,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn61,rxn61,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_30,,"{""C"": -4.0, ""H"": -4.0, ""O"": -8.0, ""P"": -1.0}",3.0
rxn610,rxn610,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_41,,"{""C"": 6.0, ""H"": 12.0, ""O"": 3.0}",0.0
rxn611,rxn611,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_213,,"{""C"": 6.0, ""H"": 12.0, ""O"": 3.0}",0.0
rxn612,rxn612,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_20,,"{""C"": 5.0, ""H"": 10.0, ""O"": 3.0}",0.0
rxn613,rxn613,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_303,,"{""C"": 12.0, ""H"": 22.0, ""O"": 11.0}",0.0
rxn614,rxn614,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_303,,"{""C"": 12.0, ""H"": 22.0, ""O"": 11.0}",0.0
rxn615,rxn615,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_236|sn_303,,"{""C"": 6.0, ""H"": 12.0, ""O"": 6.0}",0.0
rxn616,rxn616,False,False,,requires_manual_balance_review,,,"{""H"": -2.0}",-2.0
rxn617,rxn617,False,False,,requires_manual_balance_review,,,"{""H"": -2.0}",-2.0
rxn618,rxn618,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_236,,"{""C"": -6.0, ""H"": -12.0, ""O"": -5.0}",-2.0
rxn619,rxn619,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_198,,"{""C"": -6.0, ""H"": -12.0, ""O"": -6.0}",0.0
rxn62,rxn62,False,False,,requires_manual_balance_review,,,"{""H"": 2.0}",2.0
rxn620,rxn620,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn621,rxn621,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn622,rxn622,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_152,,"{""C"": -10.0, ""H"": -10.0, ""N"": -1.0, ""O"": -3.0}",1.0
rxn623,rxn623,False,False,,requires_manual_balance_review,,,"{""H"": -2.0}",-2.0
rxn624,rxn624,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_101|sn_183,,"{""H"": -1.0, ""O"": -1.0}",1.0
rxn625,rxn625,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_107,,"{""C"": 5.0, ""H"": 9.0, ""O"": 7.0, ""P"": 1.0}",-2.0
rxn626,rxn626,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn627,rxn627,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_400,,"{""H"": -3.0, ""N"": -1.0, ""O"": -1.0}",0.0
rxn628,rxn628,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_249|sn_400,,"{""C"": 38.0, ""H"": 55.0, ""N"": -1.0, ""O"": 3.0}",0.0
rxn629,rxn629,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_31,,"{""C"": 4.0, ""H"": 6.0, ""O"": 8.0, ""P"": 1.0}",-3.0
rxn63,rxn63,False,False,,requires_manual_balance_review,,,"{""H"": 2.0}",2.0
rxn630,rxn630,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_151|sn_358,,"{""O"": -1.0}",0.0
rxn631,rxn631,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_151|sn_257,,"{""O"": -1.0}",0.0
rxn632,rxn632,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_253|sn_394,,"{""O"": -1.0}",0.0
rxn633,rxn633,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn634,rxn634,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn635,rxn635,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn636,rxn636,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn637,rxn637,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn638,rxn638,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_383,,"{""C"": -6.0, ""H"": -8.0, ""O"": -3.0}",0.0
rxn639,rxn639,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn64,rxn64,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn640,rxn640,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn641,rxn641,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_274,,"{""C"": -7.0, ""H"": -5.0, ""O"": -3.0}",1.0
rxn642,rxn642,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_225,,"{""C"": -8.0, ""H"": -7.0, ""O"": -3.0}",1.0
rxn643,rxn643,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn644,rxn644,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn645,rxn645,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_274,,"{""C"": -7.0, ""H"": -5.0, ""O"": -3.0}",1.0
rxn646,rxn646,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_225,,"{""C"": -8.0, ""H"": -7.0, ""O"": -3.0}",1.0
rxn647,rxn647,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn648,rxn648,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_208,,"{""C"": -7.0, ""H"": -5.0, ""O"": -4.0}",1.0
rxn649,rxn649,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_12|sn_27,,"{""O"": -1.0}",0.0
rxn65,rxn65,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_6,,"{""C"": 6.0, ""H"": 11.0, ""O"": 9.0, ""P"": 1.0}",-2.0
rxn650,rxn650,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_244,,"{""C"": -11.0, ""H"": -13.0, ""N"": -1.0, ""O"": -4.0}",0.0
rxn651,rxn651,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_208|sn_78,,"{""O"": -1.0}",0.0
rxn652,rxn652,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn653,rxn653,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_274,,"{""C"": -7.0, ""H"": -5.0, ""O"": -3.0}",1.0
rxn654,rxn654,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_225,,"{""C"": -8.0, ""H"": -7.0, ""O"": -3.0}",1.0
rxn655,rxn655,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_208,,"{""C"": -7.0, ""H"": -5.0, ""O"": -4.0}",1.0
rxn656,rxn656,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_208|sn_274,,"{""C"": -14.0, ""H"": -10.0, ""O"": -7.0}",2.0
rxn657,rxn657,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_208|sn_225,,"{""C"": -15.0, ""H"": -12.0, ""O"": -7.0}",2.0
rxn658,rxn658,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_12|sn_27,,"{""O"": -1.0}",0.0
rxn659,rxn659,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_12|sn_27|sn_274,,"{""C"": -7.0, ""H"": -5.0, ""O"": -4.0}",1.0
rxn66,rxn66,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn660,rxn660,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_12|sn_225|sn_27,,"{""C"": -8.0, ""H"": -7.0, ""O"": -4.0}",1.0
rxn661,rxn661,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_244,,"{""C"": -11.0, ""H"": -13.0, ""N"": -1.0, ""O"": -4.0}",0.0
rxn662,rxn662,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_244|sn_274,,"{""C"": -18.0, ""H"": -18.0, ""N"": -1.0, ""O"": -7.0}",1.0
rxn663,rxn663,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_225|sn_244,,"{""C"": -19.0, ""H"": -20.0, ""N"": -1.0, ""O"": -7.0}",1.0
rxn664,rxn664,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_208|sn_78,,"{""O"": -1.0}",0.0
rxn665,rxn665,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_208|sn_274|sn_78,,"{""C"": -7.0, ""H"": -5.0, ""O"": -4.0}",1.0
rxn666,rxn666,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_208|sn_225|sn_78,,"{""C"": -8.0, ""H"": -7.0, ""O"": -4.0}",1.0
rxn667,rxn667,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn668,rxn668,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_274,,"{""C"": -7.0, ""H"": -5.0, ""O"": -3.0}",1.0
rxn669,rxn669,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_225,,"{""C"": -8.0, ""H"": -7.0, ""O"": -3.0}",1.0
rxn67,rxn67,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn670,rxn670,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_274,,"{""C"": -14.0, ""H"": -10.0, ""O"": -6.0}",2.0
rxn671,rxn671,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_225|sn_274,,"{""C"": -15.0, ""H"": -12.0, ""O"": -6.0}",2.0
rxn672,rxn672,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_225,,"{""C"": -16.0, ""H"": -14.0, ""O"": -6.0}",2.0
rxn673,rxn673,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_33,,"{""C"": 7.0, ""H"": 6.0, ""O"": 6.0}",-2.0
rxn674,rxn674,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_230,,"{""C"": 5.0, ""H"": 4.0, ""O"": 5.0}",-4.0
rxn675,rxn675,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_200|sn_72,,"{""H"": -2.0, ""O"": -1.0}",0.0
rxn676,rxn676,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_163|sn_2,,"{""H"": -2.0, ""O"": -1.0}",0.0
rxn677,rxn677,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn678,rxn678,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_281|sn_307,,"{""C"": 1.0, ""H"": 2.0}",0.0
rxn679,rxn679,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn68,rxn68,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn680,rxn680,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn681,rxn681,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn682,rxn682,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn683,rxn683,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn684,rxn684,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn685,rxn685,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn686,rxn686,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn687,rxn687,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn688,rxn688,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn689,rxn689,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn69,rxn69,False,False,,requires_manual_balance_review,,,"{""H"": 2.0}",2.0
rxn690,rxn690,False,False,,requires_manual_balance_review,,,"{""H"": -1.0}",-1.0
rxn691,rxn691,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_38,,"{""C"": 24.0, ""H"": 50.0, ""N"": 1.0, ""O"": 11.0, ""P"": 1.0}",0.0
rxn692,rxn692,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_38,,"{""C"": 24.0, ""H"": 50.0, ""N"": 1.0, ""O"": 11.0, ""P"": 1.0}",0.0
rxn693,rxn693,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_258|sn_9,,"{""C"": -5.0, ""H"": -7.0, ""O"": -7.0, ""P"": -1.0}",2.0
rxn694,rxn694,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_258|sn_9,,"{""C"": -5.0, ""H"": -7.0, ""O"": -7.0, ""P"": -1.0}",2.0
rxn695,rxn695,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_125,,"{""C"": 6.0, ""H"": 12.0, ""O"": 12.0, ""P"": 2.0}",-2.0
rxn696,rxn696,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn697,rxn697,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_248,,"{""C"": -8.0, ""H"": -7.0, ""N"": -1.0, ""O"": -1.0}",0.0
rxn698,rxn698,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn699,rxn699,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn7,rxn7,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_354,,"{""C"": 1.0, ""Fe"": 1.0, ""H"": 3.0}",3.0
rxn70,rxn70,False,False,,requires_manual_balance_review,,,"{""H"": 2.0}",2.0
rxn700,rxn700,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_230,,"{""C"": 5.0, ""H"": 6.0, ""O"": 5.0}",-2.0
rxn701,rxn701,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_413,,"{""C"": 6.0, ""H"": 12.0, ""O"": 2.0}",0.0
rxn702,rxn702,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_71,,"{""C"": 6.0, ""H"": 10.0, ""O"": 6.0}",-2.0
rxn703,rxn703,False,False,,requires_manual_balance_review,,,"{""H"": -2.0}",-2.0
rxn704,rxn704,False,False,,requires_manual_balance_review,,,"{""H"": -2.0}",-2.0
rxn705,rxn705,False,False,,requires_manual_balance_review,,,"{""H"": -2.0}",-2.0
rxn706,rxn706,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_244,,"{""C"": -11.0, ""H"": -13.0, ""N"": -1.0, ""O"": -4.0}",0.0
rxn707,rxn707,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn708,rxn708,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn709,rxn709,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn71,rxn71,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_294|sn_328,,"{""H"": -2.0}",0.0
rxn710,rxn710,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_342|sn_384,,"{""C"": 1.0, ""O"": 2.0}",0.0
rxn711,rxn711,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_115|sn_325,,"{""C"": 1.0, ""O"": 2.0}",0.0
rxn712,rxn712,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_155|sn_326,,"{""C"": 1.0, ""O"": 2.0}",0.0
rxn713,rxn713,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_199,,"{""C"": 9.0, ""H"": 13.0, ""N"": 4.0, ""O"": 9.0, ""P"": 1.0}",-2.0
rxn714,rxn714,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn715,rxn715,False,False,,requires_manual_balance_review,,,"{""Fe"": 1.0, ""H"": -1.0, ""S"": -1.0}",3.0
rxn716,rxn716,False,False,,requires_manual_balance_review,,,"{""Fe"": 1.0, ""H"": -1.0, ""S"": -1.0}",3.0
rxn717,rxn717,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_84,,"{""C"": -15.0, ""Fe"": 1.0, ""H"": -21.0, ""N"": -5.0, ""O"": -20.0, ""P"": -4.0, ""S"": -1.0}",8.0
rxn718,rxn718,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_387,,"{""C"": -7.0, ""H"": -6.0, ""O"": -2.0}",0.0
rxn719,rxn719,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_151|sn_401,,"{""O"": -1.0}",0.0
rxn72,rxn72,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_132,,"{""C"": 21.0, ""H"": 43.0, ""N"": 1.0, ""O"": 7.0, ""P"": 1.0}",1.0
rxn720,rxn720,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_321,,"{""C"": 4.0, ""H"": 4.0, ""N"": 1.0, ""O"": 4.0}",-1.0
rxn721,rxn721,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn722,rxn722,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn723,rxn723,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_239,,"{""C"": -8.0, ""H"": -11.0, ""N"": -1.0}",0.0
rxn724,rxn724,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn725,rxn725,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn726,rxn726,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn727,rxn727,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn728,rxn728,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn729,rxn729,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_200|sn_43,,"{""C"": -2.0, ""H"": -5.0}",-1.0
rxn73,rxn73,False,False,,requires_manual_balance_review,,,"{""H"": -1.0}",-1.0
rxn730,rxn730,False,False,,requires_manual_balance_review,,,"{""H"": 2.0}",2.0
rxn731,rxn731,False,False,,requires_manual_balance_review,,,"{""H"": 2.0}",2.0
rxn732,rxn732,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn733,rxn733,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn734,rxn734,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn735,rxn735,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn736,rxn736,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn737,rxn737,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn738,rxn738,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn739,rxn739,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn74,rxn74,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_249,,"{""C"": 38.0, ""H"": 58.0, ""O"": 4.0}",0.0
rxn740,rxn740,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn741,rxn741,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn742,rxn742,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn743,rxn743,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn744,rxn744,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn745,rxn745,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn746,rxn746,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn747,rxn747,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn748,rxn748,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn749,rxn749,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn75,rxn75,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn750,rxn750,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn751,rxn751,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn752,rxn752,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn753,rxn753,False,False,,requires_manual_balance_review,,,"{""H"": 1.0}",1.0
rxn754,rxn754,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn755,rxn755,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn756,rxn756,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn757,rxn757,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn758,rxn758,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn759,rxn759,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn76,rxn76,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn760,rxn760,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn761,rxn761,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn762,rxn762,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn763,rxn763,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn764,rxn764,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn765,rxn765,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn766,rxn766,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn767,rxn767,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_145|sn_394,,"{""O"": -1.0}",0.0
rxn768,rxn768,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_2|sn_23,,"{""O"": 1.0}",0.0
rxn769,rxn769,False,False,,requires_manual_balance_review,,,"{""H"": 3.0}",3.0
rxn77,rxn77,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn770,rxn770,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn771,rxn771,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn772,rxn772,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_174,,"{""C"": -11.0, ""H"": -13.0, ""N"": -1.0, ""O"": -6.0}",0.0
rxn773,rxn773,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn774,rxn774,True,True,,training_ready_mass_charge_balanced,,,{},0.0
rxn775,rxn775,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_174,,"{""C"": -11.0, ""H"": -13.0, ""N"": -1.0, ""O"": -6.0}",0.0
rxn776,rxn776,False,False,underground_template_metabolite_missing_formula,exclude_from_structure_sensitive_training_or_apply_curated_carrier_rules,sn_174,,"{""C"": -11.0, ""H"": -13.0, ""N"": -1.0, ""O"": -6.0}",0.0
