model_reaction_id,reaction_name,model_equation,negative_sample_role,reason,gpr,orfs,enzyme_ec_numbers
r_3457,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-2' (C26))",s_0491 + s_3370 --> s_0910 + s_3002,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3458,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-2' (C26))",s_0491 + s_3372 --> s_0910 + s_3006,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3459,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-2' (C26))",s_0491 + s_3374 --> s_0910 + s_3010,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3460,"IPC synthase (PI (1-16:0, 2-16:1) ceramide-2 (C24))",s_0482 + s_3358 --> s_0901 + s_2996,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3461,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-2 (C24))",s_0482 + s_3362 --> s_0901 + s_3000,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3462,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-2 (C24))",s_0482 + s_3364 --> s_0901 + s_3004,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3463,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-2 (C24))",s_0482 + s_3366 --> s_0901 + s_3008,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3464,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-2 (C24))",s_0482 + s_3368 --> s_0901 + s_2998,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3465,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-2 (C24))",s_0482 + s_3370 --> s_0901 + s_3002,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3466,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-2 (C24))",s_0482 + s_3372 --> s_0901 + s_3006,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3467,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-2 (C24))",s_0482 + s_3374 --> s_0901 + s_3010,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3468,"IPC synthase (PI (1-16:0, 2-16:1) ceramide-2 (C26))",s_0485 + s_3358 --> s_0904 + s_2996,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3469,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-2 (C26))",s_0485 + s_3362 --> s_0904 + s_3000,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3470,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-2 (C26))",s_0485 + s_3364 --> s_0904 + s_3004,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3471,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-2 (C26))",s_0485 + s_3366 --> s_0904 + s_3008,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3472,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-2 (C26))",s_0485 + s_3368 --> s_0904 + s_2998,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3473,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-2 (C26))",s_0485 + s_3370 --> s_0904 + s_3002,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3474,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-2 (C26))",s_0485 + s_3372 --> s_0904 + s_3006,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3475,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-2 (C26))",s_0485 + s_3374 --> s_0904 + s_3010,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3476,"IPC synthase (PI (1-16:0, 2-16:1) ceramide-3 (C24))",s_0494 + s_3358 --> s_0913 + s_2996,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3477,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-3 (C24))",s_0494 + s_3362 --> s_0913 + s_3000,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3478,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-3 (C24))",s_0494 + s_3364 --> s_0913 + s_3004,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3479,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-3 (C24))",s_0494 + s_3366 --> s_0913 + s_3008,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3480,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-3 (C24))",s_0494 + s_3368 --> s_0913 + s_2998,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3481,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-3 (C24))",s_0494 + s_3370 --> s_0913 + s_3002,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3482,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-3 (C24))",s_0494 + s_3372 --> s_0913 + s_3006,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3483,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-3 (C24))",s_0494 + s_3374 --> s_0913 + s_3010,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3484,"IPC synthase (PI (1-16:0, 2-16:1) ceramide-3 (C26))",s_0497 + s_3358 --> s_0916 + s_2996,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3485,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-3 (C26))",s_0497 + s_3362 --> s_0916 + s_3000,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3486,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-3 (C26))",s_0497 + s_3364 --> s_0916 + s_3004,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3487,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-3 (C26))",s_0497 + s_3366 --> s_0916 + s_3008,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3488,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-3 (C26))",s_0497 + s_3368 --> s_0916 + s_2998,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3489,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-3 (C26))",s_0497 + s_3370 --> s_0916 + s_3002,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3490,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-3 (C26))",s_0497 + s_3372 --> s_0916 + s_3006,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3491,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-3 (C26))",s_0497 + s_3374 --> s_0916 + s_3010,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3492,"IPC synthase (PI (1-16:0, 2-16:1) ceramide-4 (C24))",s_0500 + s_3358 --> s_0919 + s_2996,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3493,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-4 (C24))",s_0500 + s_3362 --> s_0919 + s_3000,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3494,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-4 (C24))",s_0500 + s_3364 --> s_0919 + s_3004,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3495,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-4 (C24))",s_0500 + s_3366 --> s_0919 + s_3008,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3496,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-4 (C24))",s_0500 + s_3368 --> s_0919 + s_2998,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3497,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-4 (C24))",s_0500 + s_3370 --> s_0919 + s_3002,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3498,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-4 (C24))",s_0500 + s_3372 --> s_0919 + s_3006,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3499,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-4 (C24))",s_0500 + s_3374 --> s_0919 + s_3010,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3500,"IPC synthase (PI (1-16:0, 2-16:1) ceramide-4 (C26))",s_0503 + s_3358 --> s_0922 + s_2996,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3501,"IPC synthase (PI (1-16:1, 2-16:1) ceramide-4 (C26))",s_0503 + s_3362 --> s_0922 + s_3000,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3502,"IPC synthase (PI (1-18:0, 2-16:1) ceramide-4 (C26))",s_0503 + s_3364 --> s_0922 + s_3004,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3503,"IPC synthase (PI (1-18:1, 2-16:1) ceramide-4 (C26))",s_0503 + s_3366 --> s_0922 + s_3008,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3504,"IPC synthase (PI (1-16:0, 2-18:1) ceramide-4 (C26))",s_0503 + s_3368 --> s_0922 + s_2998,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3505,"IPC synthase (PI (1-16:1, 2-18:1) ceramide-4 (C26))",s_0503 + s_3370 --> s_0922 + s_3002,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3506,"IPC synthase (PI (1-18:0, 2-18:1) ceramide-4 (C26))",s_0503 + s_3372 --> s_0922 + s_3006,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3507,"IPC synthase (PI (1-18:1, 2-18:1) ceramide-4 (C26))",s_0503 + s_3374 --> s_0922 + s_3010,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,YDR367W and YKL004W,YDR367W|YKL004W,2.7.1.227
r_3511,"palmitoleate transport, cytoplasm-ER membrane",s_1293 <=> s_2837,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3514,"malonyl-CoA transport, cytoplasm-ER membrane",s_1101 <=> s_2782,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3515,"lauroyl-CoA transport, cytoplasm-ER membrane",s_1073 <=> s_2781,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3516,"myristoyl-CoA transport, cytoplasm-ER membrane",s_1176 <=> s_2787,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3518,"palmitoleoyl-CoA transport, cytoplasm-ER membrane",s_2877 <=> s_2819,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3521,"icosanoyl-CoA transport, cytoplasm-ER membrane",s_2878 <=> s_2793,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3522,"docosanoyl-CoA transport, cytoplasm-ER membrane",s_2880 <=> s_2795,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3541,"CDP-ethanolamine transport, cytoplasm-ER membrane",s_0474 <=> s_3216,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3554,"diglyceride (1-16:0, 2-16:1) transport, cytoplasm-ER membrane",s_3497 <=> s_2967,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3555,"diglyceride (1-16:1, 2-16:1) transport, cytoplasm-ER membrane",s_3500 <=> s_2969,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3556,"diglyceride (1-18:0, 2-16:1) transport, cytoplasm-ER membrane",s_3502 <=> s_2971,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3557,"diglyceride (1-18:1, 2-16:1) transport, cytoplasm-ER membrane",s_3504 <=> s_2973,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3558,"diglyceride (1-16:0, 2-18:1) transport, cytoplasm-ER membrane",s_3506 <=> s_2968,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3559,"diglyceride (1-16:1, 2-18:1) transport, cytoplasm-ER membrane",s_3508 <=> s_2970,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3560,"diglyceride (1-18:0, 2-18:1) transport, cytoplasm-ER membrane",s_3510 <=> s_2972,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3561,"diglyceride (1-18:1, 2-18:1) transport, cytoplasm-ER membrane",s_3512 <=> s_2974,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3562,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1) transport, cytoplasm-ER membrane",s_3545 <=> s_3118,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3563,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1) transport, cytoplasm-ER membrane",s_3547 <=> s_3119,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3564,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1) transport, cytoplasm-ER membrane",s_3549 <=> s_3120,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3565,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1) transport, cytoplasm-ER membrane",s_3551 <=> s_3121,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3566,"1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) transport, cytoplasm-ER membrane",s_3553 <=> s_3122,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3567,"1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1) transport, cytoplasm-ER membrane",s_3555 <=> s_3123,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3568,"1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) transport, cytoplasm-ER membrane",s_3557 <=> s_3124,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3569,"1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1) transport, cytoplasm-ER membrane",s_3559 <=> s_3125,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3572,"hexadecenoate (n-C16:1) transport, cytoplasm-lipid particle",s_1293 <=> s_2848,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3575,"lauroyl-CoA transport, cytoplasm-lipid particle",s_1073 <=> s_2843,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3576,"myristoyl-CoA transport, cytoplasm-lipid particle",s_1176 <=> s_2845,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3578,"palmitoleoyl-CoA transport, cytoplasm-lipid particle",s_2877 <=> s_2849,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3588,"diglyceride (1-16:0, 2-16:1) transport, cytoplasm-lipid particle",s_3497 <=> s_3043,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3589,"diglyceride (1-16:1, 2-16:1) transport, cytoplasm-lipid particle",s_3500 <=> s_3047,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3590,"diglyceride (1-18:0, 2-16:1) transport, cytoplasm-lipid particle",s_3502 <=> s_3051,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3591,"diglyceride (1-18:1, 2-16:1) transport, cytoplasm-lipid particle",s_3504 <=> s_3055,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3592,"diglyceride (1-16:0, 2-18:1) transport, cytoplasm-lipid particle",s_3506 <=> s_3045,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3593,"diglyceride (1-16:1, 2-18:1) transport, cytoplasm-lipid particle",s_3508 <=> s_3049,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3594,"diglyceride (1-18:0, 2-18:1) transport, cytoplasm-lipid particle",s_3510 <=> s_3053,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3595,"diglyceride (1-18:1, 2-18:1) transport, cytoplasm-lipid particle",s_3512 <=> s_3057,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3598,"docosanoyl-CoA transport, lipid particle-cytoplasm",s_2872 <=> s_2880,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3609,"palmitoleate transport, cell envelope-cytoplasm",s_3451 <=> s_1293,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3612,"icosanoyl-CoA transport, cell envelope-cytoplasm",s_2861 <=> s_2878,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3613,"docosanoyl-CoA transport, cell envelope-cytoplasm",s_2863 <=> s_2880,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3616,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, cell envelope-cytoplasm",s_3408 <=> s_3496,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3617,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, cell envelope-cytoplasm",s_3409 <=> s_3499,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3618,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, cell envelope-cytoplasm",s_3410 <=> s_3501,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3619,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, cell envelope-cytoplasm",s_3411 <=> s_3503,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3620,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm",s_3412 <=> s_3505,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3621,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, cell envelope-cytoplasm",s_3413 <=> s_3507,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3622,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm",s_3414 <=> s_3509,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3623,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, cell envelope-cytoplasm",s_3415 <=> s_3511,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3624,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) transport, cell envelope-cytoplasm",s_3325 <=> s_3576,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3625,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) transport, cell envelope-cytoplasm",s_3327 <=> s_3577,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3626,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) transport, cell envelope-cytoplasm",s_3329 <=> s_3578,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3627,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) transport, cell envelope-cytoplasm",s_3331 <=> s_3579,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3628,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) transport, cell envelope-cytoplasm",s_3333 <=> s_3580,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3629,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) transport, cell envelope-cytoplasm",s_3335 <=> s_3581,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3630,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) transport, cell envelope-cytoplasm",s_3337 <=> s_3582,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3631,"1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) transport, cell envelope-cytoplasm",s_3339 <=> s_3583,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3632,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) transport, nucleus-cytoplasm",s_3400 <=> s_3496,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3633,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) transport, nucleus-cytoplasm",s_3401 <=> s_3499,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3634,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) transport, nucleus-cytoplasm",s_3402 <=> s_3501,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3635,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) transport, nucleus-cytoplasm",s_3403 <=> s_3503,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3636,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) transport, nucleus-cytoplasm",s_3404 <=> s_3505,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3637,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) transport, nucleus-cytoplasm",s_3405 <=> s_3507,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3638,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) transport, nucleus-cytoplasm",s_3406 <=> s_3509,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
r_3639,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) transport, nucleus-cytoplasm",s_3407 <=> s_3511,candidate_unlabeled_hard_negative,model context only; no external database/RXNdb provenance; formula and charge balanced,,,
